8.3	-0.902172	-0.431377
8.4	-0.854599	-0.519289
8.5	-0.798487	-0.602012
8.6	-0.734397	-0.67872
8.7	-0.662969	-0.748647
8.8	-0.584917	-0.811093
8.9	-0.501021	-0.865435
9	-0.412118	-0.91113
9.1	-0.319098	-0.947722
9.2	-0.22289	-0.974844
9.3	-0.124454	-0.992225
9.4	-0.0247754	-0.999693
9.5	0.0751511	-0.997172
9.6	0.174327	-0.984688
9.7	0.271761	-0.962365
9.8	0.366479	-0.930426
9.9	0.457536	-0.889191
10	0.544021	-0.839072
10.1	0.625071	-0.780568
10.2	0.699875	-0.714266
10.3	0.767686	-0.640826
10.4	0.827826	-0.560984
10.5	0.879696	-0.475537
10.6	0.922775	-0.385338
10.7	0.956635	-0.291289
10.8	0.980936	-0.19433
10.9	0.995436	-0.0954289
11	0.99999	0.0044257
11.1	0.994553	0.104236
11.2	0.979178	0.203005
11.3	0.954019	0.299745
11.4	0.919329	0.393491
11.5	0.875452	0.483305
11.6	0.822829	0.56829
11.7	0.761984	0.647596
11.8	0.693525	0.720432
11.9	0.618137	0.78607
12	0.536573	0.843854
12.1	0.449647	0.893206
12.2	0.358229	0.933634
12.3	0.263232	0.964733
12.4	0.165604	0.986192
12.5	0.0663219	0.997798
12.6	-0.033623	0.999435
12.7	-0.133232	0.991085
12.8	-0.23151	0.972833
12.9	-0.327474	0.94486
13	-0.420167	0.907447
13.1	-0.508661	0.860967
13.2	-0.592074	0.805884
13.3	-0.66957	0.742749
13.4	-0.740376	0.672193
13.5	-0.803784	0.594921
13.6	-0.859162	0.511704
13.7	-0.905955	0.423375
13.8	-0.943696	0.330815
13.9	-0.972008	0.23495
14	-0.990607	0.136737
14.1	-0.999309	0.0371584
14.2	-0.998027	-0.0627917
14.3	-0.986772	-0.162114
14.4	-0.965658	-0.259817
14.5	-0.934895	-0.354924
14.6	-0.894791	-0.446485
14.7	-0.845747	-0.533584
14.8	-0.788252	-0.615352
14.9	-0.722881	-0.690972
15	-0.650288	-0.759688
15.1	-0.571197	-0.820813
15.2	-0.486399	-0.873737
15.3	-0.396741	-0.917931
15.4	-0.303118	-0.952953
15.5	-0.206467	-0.978453
15.6	-0.107754	-0.994178
15.7	-0.00796318	-0.999968
15.8	0.0919069	-0.995768
15.9	0.190859	-0.981618
16	0.287903	-0.957659
16.1	0.382071	-0.924133
16.2	0.472422	-0.881372
16.3	0.558052	-0.829806
16.4	0.638107	-0.769948
16.5	0.711785	-0.702397
16.6	0.778352	-0.627828
16.7	0.837142	-0.546986
16.8	0.887567	-0.460679
16.9	0.929124	-0.369768
17	0.961397	-0.275163
17.1	0.984065	-0.177809
17.2	0.9969	-0.0786782
17.3	0.999774	0.0212388
17.4	0.992659	0.120944
17.5	0.975626	0.21944
17.6	0.948844	0.315744
17.7	0.912582	0.408893
17.8	0.867202	0.497956
17.9	0.813157	0.582044
18	0.750987	0.660317
18.1	0.681314	0.731991
18.2	0.604833	0.796352
18.3	0.522309	0.852757
18.4	0.434566	0.90064
18.5	0.342481	0.939525
18.6	0.246974	0.969022
18.7	0.148999	0.988837
18.8	0.0495356	0.998772
18.9	-0.0504227	0.998728
19	-0.149877	0.988705
19.1	-0.247834	0.968802
19.2	-0.343315	0.93922
19.3	-0.435365	0.900254
19.4	-0.523066	0.852292
19.5	-0.60554	0.795815
19.6	-0.681964	0.731386
19.7	-0.751573	0.659649
19.8	-0.813674	0.581322
19.9	-0.867644	0.497186
